labels,global,basal,her2,lumA,lumB,norm
FANCD2,0.00035045855,0.00044275448,0.0004162247,0.00028817955,0.0004314994,0.0003066443
AK2,0.00035036443,0.0004239882,0.00034294603,0.0003318794,0.00034998838,0.00032149817
IL6R,0.00035034522,0.00033135462,0.00032903958,0.00036029695,0.00036125543,0.00032844872
OGDH,0.00035002016,0.00035855707,0.00034757788,0.00034762136,0.00035443512,0.00034086272
WNT5A,0.00034990613,0.00036910485,0.00034583034,0.00034080152,0.0003554664,0.00035511513
ALDOA,0.00034971445,0.00033554336,0.00035475174,0.00035702644,0.0003572773,0.00031982956
PAPSS1,0.0003494037,0.00040804976,0.00033393872,0.00033836963,0.0003291342,0.00035162893
PCCA,0.00034939992,0.0003592277,0.00034886997,0.00034759782,0.00034944052,0.000341684
HLA-DOA,0.000348788,0.00034478185,0.0003510058,0.00035053937,0.00034031877,0.00036097757
C3AR1,0.00034868668,0.00034869948,0.00033217418,0.00034462925,0.00033168975,0.00041258556
PFKFB1,0.0003482747,0.00035575122,0.00034286254,0.00036575418,0.0003261068,0.0002918442
CTH,0.0003477209,0.0003659155,0.00034743085,0.0003456129,0.00033758473,0.00034561276
VCAM1,0.00034755963,0.00036589426,0.00033934024,0.00034604303,0.0003334522,0.0003553164
NFATC4,0.00034725614,0.00034269466,0.00033178428,0.00035107115,0.00035015543,0.00034179635
PPP2R2A,0.00034709793,0.00033925497,0.00033997078,0.00035042493,0.0003380712,0.00036582685
HMGCS1,0.00034705055,0.00033714907,0.00039139547,0.0003376672,0.00035619442,0.00036263693
IMPAD1,0.00034703847,0.00031539387,0.00033982773,0.00034975857,0.0003576525,0.00037406376
TNFSF10,0.00034692767,0.00031647398,0.00036488313,0.0003540768,0.00034276306,0.000358567
BPNT1,0.00034667816,0.0003511128,0.00031874728,0.00033633778,0.0003951725,0.000321773
MAN2A2,0.00034650037,0.00034371277,0.00034277735,0.00035052255,0.0003444763,0.0003374831
PPP2R2D,0.00034633942,0.0003391043,0.00035043983,0.00034713763,0.00033943355,0.00036471657
EXTL1,0.00034627636,0.00035472377,0.00035429266,0.00034142923,0.00034223555,0.0003576988
MCEE,0.00034590627,0.00034544757,0.0003466888,0.00034527833,0.00034938718,0.00034287322
ABL1,0.00034584105,0.00034006266,0.00033881122,0.00034689752,0.00033284974,0.00037970662
CYP39A1,0.00034524838,0.00025078712,0.00036552682,0.00037965117,0.0003764358,0.00026368967
ACAA1,0.00034500865,0.00034635613,0.000341555,0.00034150822,0.00034711853,0.00035895265
HLA-DMA,0.00034461686,0.00034177455,0.00034834168,0.0003441202,0.000338147,0.00036134542
VKORC1L1,0.0003442772,0.00034001088,0.00034959332,0.0003458301,0.00036889012,0.00029448446
TFRC,0.0003440735,0.00039176454,0.00041410577,0.00030405013,0.00036422125,0.00037508676
RRM2,0.00034395076,0.00036314144,0.00039016057,0.00034236503,0.00036220736,0.00025120817
STAT4,0.0003436199,0.00032853556,0.000304598,0.0003567874,0.00035449959,0.0003115763
PIK3CG,0.0003433914,0.0003597208,0.0003382822,0.00034048155,0.00033137592,0.00035555905
TNFRSF10B,0.00034329525,0.00034679644,0.0003263456,0.00034249594,0.00032984783,0.00037840247
PXN,0.00034295165,0.00035016533,0.00033566423,0.0003423839,0.00033747902,0.00034865426
HMGCLL1,0.00034163368,0.00031462443,0.00044922993,0.00035091094,0.000352942,0.00024284588
CAD,0.00034113126,0.00040332144,0.00031752567,0.00031672942,0.0003328557,0.0003884514
SELPLG,0.00034065335,0.00032501415,0.00033023962,0.0003451032,0.0003321152,0.00036877958
RRAS,0.00034047625,0.00034440306,0.0003277499,0.00033852595,0.000334753,0.00036330623
NCOA4,0.00034039948,0.00035783515,0.00030496216,0.00032643936,0.00031162205,0.00045948869
AK1,0.00033948457,0.00035061938,0.00035439638,0.0003396169,0.00034009817,0.00030744798
CDKN1B,0.00033936946,0.0003178844,0.00032071184,0.00034515013,0.00034574105,0.00034936925
WNT10A,0.00033908125,0.00031982016,0.00032217716,0.00034294164,0.000352115,0.0003413127
PCCB,0.00033816084,0.00034172565,0.0003359104,0.00033878346,0.0003309845,0.00034370585
FUT8,0.0003380095,0.00033923052,0.0003191857,0.00034211174,0.00033593545,0.00033265026
MYLK4,0.00033766357,0.00029343885,0.0003542553,0.00034630537,0.00036386927,0.0003105869
PABPC5,0.00033765144,0.000344049,0.00033585762,0.00033705175,0.00034674452,0.000314014
RXRB,0.000337526,0.0003322498,0.00033944385,0.00033908116,0.00034024174,0.0003324541
IFNAR2,0.00033736782,0.00035299332,0.0003286104,0.000334137,0.0003243206,0.00035693857
RYR1,0.00033680772,0.00025149697,0.00031910956,0.00036440388,0.0003256198,0.00037962577
SELENBP1,0.00033639587,0.0003768347,0.00033906294,0.0003308061,0.00031795207,0.00032632233
CDH1,0.00033549735,0.00031532373,0.00033600713,0.0003409748,0.00033977194,0.0003347116
IL2RG,0.00033546955,0.00034066784,0.00034070632,0.00033364195,0.00033137237,0.00033942086
GGT7,0.0003348902,0.00033095243,0.00036327488,0.000332585,0.00032716413,0.00034710002
WNT2B,0.00033478386,0.0003348904,0.00035802784,0.00033208245,0.0003406145,0.00032059738
ATR,0.0003347767,0.00030103154,0.00028978713,0.00034496494,0.00028042926,0.00047529212
BCL2L11,0.0003344711,0.0003211769,0.00032136225,0.00033782754,0.00033135264,0.00035596555
B4GALNT1,0.00033414588,0.0004118609,0.00030866193,0.00031925255,0.0003287288,0.00030242998
MAN2A1,0.00033395356,0.00033886952,0.00032178106,0.0003362109,0.0003279061,0.00033399576
GGT6,0.00033216845,0.0003285702,0.00031572313,0.0003287259,0.00033754544,0.00035782688
STAT6,0.00033214057,0.00033483526,0.00036038848,0.0003254864,0.0003267541,0.00035053105
RPS6KA1,0.00033203882,0.00033364454,0.00033866407,0.0003300746,0.00033880892,0.00032183513
CNDP2,0.00033125677,0.00029233645,0.00032046935,0.00033819236,0.00032626625,0.00038112098
SQOR,0.00033111143,0.00029566805,0.00038467153,0.00033834574,0.0003302225,0.00031912618
RHEB,0.00033056564,0.00033831983,0.00031723458,0.0003260609,0.00032264122,0.00036414005
LPL,0.00033028141,0.00033469434,0.00034662345,0.0003410215,0.0003415164,0.00023568008
NOTCH1,0.00032920414,0.0003195048,0.00032620813,0.00033156836,0.00033140028,0.00033227872
FCGR2A,0.00032900827,0.00032835148,0.00032712423,0.00033119903,0.00032753008,0.0003231832
GRIA1,0.00032884345,0.00032896415,0.00033269427,0.00033157543,0.00032669527,0.00031600767
MYL9,0.00032775276,0.00032748195,0.00032676384,0.00032687315,0.00032703104,0.00033472132
CH25H,0.0003275925,0.0003257993,0.00033782952,0.00032002834,0.00036747503,0.00028774474
HSD11B1L,0.00032745593,0.00035839452,0.0003126443,0.00032847782,0.00031384078,0.00030428704
NOTCH2,0.00032732615,0.00032679152,0.00033204013,0.0003268489,0.0003284936,0.00032508906
IFNAR1,0.0003266889,0.00032179916,0.00032496176,0.0003265794,0.000317377,0.00035424205
ATG5,0.0003258406,0.00031474387,0.00031521817,0.00032848516,0.0003249057,0.00034125932
CFI,0.00032503754,0.00030835922,0.00033348319,0.0003267249,0.00035924732,0.00027618778
MGAT1,0.0003244965,0.0003205231,0.00031126308,0.0003269943,0.00032328133,0.00033065438
IRF7,0.00032438993,0.00030716264,0.00032438606,0.00033768115,0.00033300978,0.00027132212
ATP1B3,0.00032337196,0.00038150686,0.0003193175,0.0003013493,0.0003226608,0.0003375611
GAA,0.0003230159,0.0003154889,0.00032080768,0.0003295308,0.00032460998,0.00030187325
NOTCH3,0.00032245961,0.0003242354,0.00032341902,0.000320849,0.00032270545,0.0003263515
ERO1A,0.00032220606,0.0003160613,0.00029612577,0.0003288317,0.00032667303,0.00031010385
GGCX,0.00032207166,0.00031741423,0.00030199482,0.00032745532,0.00033207145,0.00029906083
ADCYAP1,0.00032160594,0.00030285926,0.00033439684,0.00031700378,0.0003345259,0.0003443659
RIPK1,0.00032157692,0.00031516282,0.0003212702,0.00032127707,0.0003147048,0.00034720628
PABPC1,0.00032139357,0.00037275313,0.00034229746,0.00029916182,0.00033618294,0.00030167357
IRF9,0.00032129357,0.0003132264,0.00031163066,0.00032228432,0.0003318364,0.0003178636
ITGB5,0.00032116758,0.00030705179,0.00032479435,0.00032398963,0.00032994387,0.00031265503
WNT7B,0.00031998928,0.00032727828,0.00031006976,0.00031675046,0.00030963894,0.0003499901
GNA12,0.00031950654,0.0003196629,0.00032137486,0.0003188767,0.0003205059,0.00031921198
BDKRB2,0.00031925167,0.0003093848,0.0003230971,0.0003171751,0.0003224942,0.00033815988
NGFR,0.00031887117,0.0003274991,0.00035055444,0.0003087689,0.00037029668,0.00023676861
EXT1,0.00031849352,0.0003286642,0.00032349845,0.000314378,0.00031608564,0.0003223809
ATP1A1,0.00031841017,0.00032836202,0.0003247727,0.0003132018,0.0003024246,0.00035232803
RASSF6,0.0003183691,0.00034461753,0.0002995076,0.0003097811,0.00034841168,0.00027412322
RPS6KA6,0.00031833135,0.00031909737,0.00031234574,0.00032080975,0.00031374238,0.00031730247
EGR1,0.00031812215,0.00034241233,0.00032878495,0.0003166674,0.0003421707,0.00023091081
EXTL3,0.00031798327,0.0003195167,0.00031942848,0.00031685934,0.00031757445,0.0003206965
EXTL2,0.00031783566,0.000315973,0.00032174753,0.00031709706,0.00031557234,0.0003261625
ARRB1,0.00031745335,0.00037859156,0.00032593627,0.0003016612,0.00030499304,0.00030755776
PABPC4L,0.00031696662,0.0003287872,0.0003050474,0.0003153406,0.00031514763,0.00031658777
AK7,0.00031689604,0.00026147073,0.0003098313,0.00032834196,0.00032894989,0.00033851614
WNT2,0.0003168763,0.00031362934,0.00029572425,0.0003134887,0.00031114486,0.00036560287
B3GALT5,0.00031656845,0.0002917878,0.00030173684,0.00031915438,0.00033242768,0.00032813553
EXT2,0.0003159912,0.00032279157,0.00031325905,0.00031361016,0.00031405306,0.0003217332
RPS6KA2,0.00031592636,0.00030858367,0.00031562473,0.0003182755,0.0003090231,0.00032984267
DHTKD1,0.0003156863,0.00032531423,0.0002968425,0.00030886653,0.00031065985,0.00035633094
KCNJ5,0.00031536014,0.00033242546,0.00030095343,0.00030594994,0.00030771963,0.00035774638
FGF1,0.00031506628,0.00032290758,0.00032084296,0.00031493805,0.00032315744,0.00028288687
GANC,0.000315061,0.0003056832,0.00030647335,0.00031964746,0.0003182444,0.0003085793
COQ3,0.0003150178,0.00027382036,0.00031152533,0.0003304686,0.00031924498,0.00030348243
CYP46A1,0.00031493962,0.00033280515,0.00032473734,0.00031325704,0.00032364216,0.00026908945
TRPV6,0.0003146656,0.0002784722,0.0002554855,0.00032919127,0.00033455092,0.00031052902
XBP1,0.00031457783,0.00031973823,0.00029831234,0.00031622124,0.00031415912,0.00030985405
COQ6,0.00031308294,0.00034675916,0.0003287196,0.0002999341,0.00031595735,0.00030415156
ICOS,0.0003127723,0.00035293537,0.00038105392,0.0002918936,0.00032984183,0.00026713355
LOC101929777,0.00031270366,0.00031067865,0.00035236595,0.0003088525,0.00030434056,0.00032238124
KIT,0.00031197682,0.0003104351,0.00030986045,0.0003127213,0.00030803974,0.00031971978
THTPA,0.00031163616,0.0002670978,0.0002835653,0.0003272988,0.00033130692,0.00029412573
SLC2A4,0.0003112952,0.00030647797,0.00031074526,0.00032057968,0.00030907767,0.00027727903
FGF10,0.0003112553,0.00032297173,0.00032002394,0.000309754,0.00031428976,0.00028644106
GRIA2,0.00031013865,0.00032112692,0.0003279372,0.00030524872,0.00030439417,0.00031339977
CHSY1,0.00031009634,0.00030154697,0.0003399249,0.00030718965,0.0003163017,0.00030656264
MAP1LC3C,0.00031003062,0.0003155649,0.0003270492,0.00031482783,0.00032333212,0.00023918977
MMP2,0.00030990492,0.00030862394,0.00029926084,0.00031186902,0.000305869,0.0003174018
RPS6KA3,0.00030925323,0.0003261404,0.00031185552,0.00030289742,0.00030082752,0.00032562387
BRIP1,0.00030860098,0.00033718048,0.00031730736,0.00028843834,0.00036499245,0.00025004093
JAG1,0.00030815482,0.00031003694,0.0003097529,0.0003072477,0.00030764603,0.00030923728
WNT9A,0.00030806166,0.00033075784,0.00030686118,0.00030195081,0.00029435928,0.0003255869
ABO,0.0003076992,0.00030512965,0.00027823212,0.0003093424,0.0002768011,0.00038240547
COQ5,0.0003074583,0.0003346187,0.0003138707,0.00030273435,0.0002923037,0.00030735656
CPA3,0.0003072973,0.00054577366,0.00025588073,0.00022360194,0.0002446072,0.000467726
S100G,0.00030727708,0.00033725228,0.00033849754,0.00029743882,0.0002835493,0.0003259628
ST6GALNAC5,0.0003061909,0.00031447067,0.00025660632,0.00031198963,0.00028210678,0.0003429813
PGAP1,0.00030581676,0.00030316846,0.0003753173,0.0003114528,0.00029762046,0.00024667403
CDK4,0.0003056236,0.0003081401,0.00029956078,0.00030426003,0.00030066888,0.00032169156
FUT4,0.00030561397,0.00030785264,0.00031269764,0.0003029708,0.00031255072,0.0002970979
FGF7,0.00030380866,0.00030308525,0.0003045746,0.00030536528,0.0003108054,0.00028370673
ADRA1B,0.00030344503,0.00028976347,0.00030553306,0.00031410428,0.00028704532,0.00030225128
TELO2,0.00030271287,0.00020295805,0.00020717976,0.0003696895,0.00024443652,0.00031529466
F2RL1,0.0003026539,0.0002693174,0.00030346157,0.0003027037,0.00029199073,0.00037965758
ZBTB17,0.0003023927,0.0002999899,0.00029567178,0.00030364422,0.0002968949,0.0003153041
ACSF3,0.00030224374,0.00030389003,0.00029896194,0.00030240137,0.00030377755,0.00029812273
CYP2J2,0.00030089886,0.00032316687,0.00029315983,0.0002991324,0.00030937727,0.00026093939
SUOX,0.0003008826,0.00031509652,0.0002950407,0.00029882515,0.00028592616,0.00031840158
ASL,0.00030037566,0.00028956044,0.00027880282,0.00030018456,0.0003023475,0.00033220512
ETHE1,0.00030028494,0.00028913794,0.0003053974,0.0002996088,0.0003006429,0.00031876354
SLC3A2,0.00029992344,0.00033660076,0.0002759281,0.00027463184,0.00030156138,0.0003781663
PIP5K1B,0.00029900903,0.00029511427,0.00026734883,0.0003061367,0.00031712206,0.0002592553
TUBB2B,0.0002986968,0.00032935417,0.00026574277,0.00027941493,0.00027973836,0.00040166228
TLR3,0.0002981089,0.00035070302,0.0003324953,0.00027820285,0.00031007262,0.00025992468
COQ7,0.0002977785,0.00033940142,0.00032528368,0.0002836055,0.00028232724,0.0003054509
CHSY3,0.00029723108,0.00032092788,0.00028798054,0.00028988536,0.00029446214,0.0003048714
CDKN2B,0.00029704729,0.00029932923,0.00028635754,0.00028756086,0.00028697585,0.00036738953
TXNRD1,0.00029574844,0.00028845688,0.00029507946,0.00029297292,0.00031380128,0.0002895822
SEPHS2,0.00029538566,0.00024263698,0.0003324182,0.00030261878,0.00033389634,0.00025269535
RPS6KA5,0.00029426446,0.00031733426,0.00028492472,0.00028634534,0.00028931818,0.00030998737
RRAS2,0.00029410046,0.00026940118,0.00028145817,0.00029912576,0.00031141116,0.00028892374
GRIN3A,0.0002933542,0.00031144242,0.00028748126,0.00028698955,0.0002817465,0.00031971248
TXNRD3,0.0002929109,0.0002706996,0.00029094267,0.000297375,0.00030532898,0.00028753784
ALDH6A1,0.00029258733,0.00034223503,0.0002810754,0.00027999032,0.0002772222,0.0003064593
ULK2,0.00029247664,0.00029388943,0.0003035139,0.00029126878,0.00028958954,0.0002934483
GALT,0.00029244056,0.0002934538,0.00028851634,0.0002919632,0.00029329825,0.00029434898
UGT8,0.00029236518,0.00019988799,0.00030926598,0.00033569726,0.00030948897,0.00019068923
FMO3,0.0002914829,0.0002753977,0.0002739081,0.00030008715,0.00029659556,0.0002793434
ALDOC,0.00029141823,0.00029104645,0.00028715061,0.00028719468,0.00028778965,0.00032321483
CSGALNACT2,0.00029137268,0.0002847271,0.00028986306,0.00029789368,0.00027856967,0.00029478196
OGDHL,0.00029122859,0.00025566644,0.000292169,0.00030086856,0.000285219,0.00031494722
BMP4,0.00029114017,0.00034344062,0.00028039812,0.0002793376,0.00028966583,0.00027012266
JUP,0.0002910143,0.00030265935,0.0002865715,0.00028399966,0.00027925218,0.0003311377
TLR5,0.0002905443,0.00029155554,0.00032509823,0.0002825965,0.0002897582,0.00030532142
TEK,0.00029007596,0.00032060393,0.00031427227,0.00027874054,0.00030299753,0.0002526742
TPH1,0.0002898054,0.00023744798,0.00026400635,0.00031755635,0.00027428396,0.00028828377
TNFRSF17,0.00028935168,0.0002522331,0.00026179198,0.00029970208,0.00029937306,0.00030322553
PDIA4,0.00028921154,0.0002558787,0.00028428802,0.00030334614,0.00028616894,0.00028509903
DDIT3,0.0002891614,0.00028941128,0.00028328164,0.00028703717,0.00028852947,0.00030489432
COQ2,0.0002890868,0.00026227956,0.0002751777,0.00030155838,0.0002738414,0.00031108756
SLC40A1,0.000289013,0.00037012866,0.00027796268,0.00026718396,0.00027801105,0.0002862722
SGK1,0.00028882115,0.00023364859,0.00025695647,0.00030344198,0.00033270134,0.0002530922
FGF4,0.00028869446,0.00028290422,0.00028789617,0.0002905472,0.00028716362,0.00029283762
FAAP24,0.0002884653,0.00030644718,0.0002352376,0.00029197463,0.00028408226,0.00028611367
TXNRD2,0.00028832926,0.0002601593,0.00027101327,0.0002989159,0.0002900095,0.0002934035
FGF18,0.00028790568,0.00029658654,0.00028623806,0.0002820928,0.00029131916,0.00029704176
ACOX2,0.00028657555,0.0003865378,0.0002712297,0.00026802026,0.0002563518,0.0002731054
PABPC4,0.00028597887,0.0003086553,0.00028813194,0.000280742,0.0002703018,0.0003003375
PTK2B,0.00028522997,0.0002904576,0.00027176313,0.0002879634,0.00027389286,0.00029304522
GPT2,0.0002842628,0.00019324281,0.00023339852,0.00034161948,0.00025648007,0.00024140961
ALAS1,0.00028418592,0.00027835133,0.0002891496,0.0002869369,0.00028761724,0.0002705087
FMO1,0.00028284505,0.000267664,0.00024579585,0.0002969186,0.00028246205,0.0002657898
LTBR,0.00028277884,0.00033098704,0.0002580441,0.00026982973,0.0002584595,0.00032709778
SRD5A3,0.00028264886,0.0002729064,0.00033013662,0.000280753,0.00031156515,0.00022127194
PGAM1,0.00028263414,0.00027982658,0.0002719779,0.00028830962,0.0002768445,0.0002772925
ITGB7,0.00028237712,0.0002929516,0.00028981527,0.00027925055,0.00028786133,0.00026419872
MAP3K1,0.0002823704,0.0002654189,0.0002666005,0.00029129712,0.00027531025,0.00029131683
KIF5A,0.00028206935,0.00028833296,0.0003198419,0.00028218108,0.00028676918,0.0002344828
AKR1C2,0.00028171254,0.000281907,0.00027701422,0.000282591,0.00027673694,0.00028954635
VEGFD,0.00028150517,0.00028520677,0.00028574286,0.000294081,0.0002834105,0.00020490475
CENPS,0.0002814305,0.0002358937,0.00023854707,0.0003074004,0.00026300148,0.00029479217
STING1,0.0002808616,0.00027789752,0.00027285513,0.0002836616,0.00026660308,0.00030406192
AK4,0.00027991523,0.00030331433,0.00032813073,0.0002590543,0.0002663979,0.00033454728
CTLA4,0.00027969762,0.0003253521,0.00031424977,0.00026152213,0.0002758187,0.00027404889
VKORC1,0.00027947244,0.00026193546,0.0002816364,0.0002788873,0.00028145337,0.0003077748
CD38,0.00027919278,0.00024090556,0.00024376824,0.00029702572,0.0002761852,0.0002870975
SORD,0.00027906513,0.00034220054,0.00027919593,0.00026876776,0.00024038511,0.0002924752
ACAA2,0.00027870198,0.00026035545,0.0002932643,0.0002831243,0.0002752593,0.00028413985
CS,0.0002784608,0.00027916033,0.0002799059,0.0002787225,0.00028335184,0.00026582417
ARRB2,0.00027783046,0.00028140878,0.00026720684,0.00027550446,0.0002676433,0.00030989846
SMS,0.00027730622,0.00029447256,0.00028057586,0.00026601108,0.0003049717,0.00025091297
FUT9,0.00027707586,0.0002836466,0.00028320978,0.00027474374,0.0002795308,0.00026841403
LRP2,0.00027685452,0.00031946125,0.00035719562,0.00025431524,0.00027928088,0.00025368304
ACO2,0.00027648907,0.0002770121,0.00027888853,0.00027647548,0.00027826437,0.00027062127
GJA1,0.00027534025,0.00031168552,0.00029789231,0.00026050565,0.00027103873,0.0002785289
HSD11B1,0.0002743165,0.00027396035,0.00027024766,0.00027187183,0.00027127835,0.0002958606
LCK,0.00027431018,0.00027910856,0.00027858175,0.00027217434,0.0002713525,0.00027910832
ADAM17,0.0002739196,0.00027977413,0.00027427467,0.00027153947,0.00026542513,0.00029119346
C1QC,0.00027378454,0.0002831842,0.0002850452,0.0002647034,0.00027843183,0.00028651717
C1QB,0.00027340138,0.0002830463,0.00028480415,0.00026455135,0.00027569607,0.00028878808
NARS2,0.00027299282,0.0002712752,0.00026051502,0.0002750148,0.00028700588,0.00024890664
TPK1,0.00027277312,0.00026876404,0.0002860195,0.00026920383,0.0002661871,0.0003003687
MYH7,0.00027232332,0.00027147215,0.0002745073,0.0002726128,0.0002788363,0.00025871396
HIBCH,0.00027190844,0.00025967963,0.00027100826,0.00027045302,0.00026753446,0.00030932442
BTG2,0.0002718173,0.00034074203,0.00031857408,0.0002532032,0.0002497678,0.00025256773
PER2,0.0002715853,0.00026678276,0.00026886933,0.00027341858,0.00027311634,0.00026983244
PIK3R6,0.00027153693,0.0002761948,0.00025546932,0.00027576182,0.0002533637,0.00028733857
CCL4,0.0002708287,0.00027150352,0.00023213752,0.00027504025,0.00025591475,0.00030403116
FMO5,0.00027060532,0.00033377635,0.0002837171,0.00024810265,0.00026181058,0.00028093715
C1QA,0.00027059374,0.0002787263,0.0002767,0.00026346557,0.00027004755,0.00028901378
EDNRB,0.0002705081,0.00028941862,0.00029553947,0.0002732378,0.0002849019,0.0001789617
GABBR2,0.00026971707,0.00038268897,0.00027589066,0.00023991744,0.00024619792,0.0002623668
TNFSF13B,0.0002695024,0.00031189702,0.00027982963,0.00024650904,0.0002761568,0.0002919804
CLTCL1,0.00026949722,0.00024104126,0.00025034577,0.0002885683,0.0002831343,0.00021141673
GRK3,0.00026918453,0.00030610932,0.00031020291,0.00026538898,0.00024284598,0.00024293874
CCL4L1,0.00026861992,0.00026723876,0.00025779248,0.00026495496,0.0002474773,0.0003365091
CEBPA,0.00026821805,0.00027341605,0.00027216205,0.00026541494,0.0002646115,0.0002771287
NAGA,0.0002680209,0.0002620048,0.00029229122,0.00026583506,0.0002846575,0.00024117497
PDE1C,0.00026787916,0.00024152969,0.0002833811,0.00028189644,0.00028296572,0.00020383263
CFLAR,0.0002674968,0.00025797304,0.00025858617,0.00027140754,0.0002679581,0.00026995194
GAB2,0.00026722535,0.00026372875,0.00028336875,0.0002646806,0.0002662233,0.00027631925
SCP2,0.00026720532,0.00027451318,0.0002508596,0.00026871302,0.00025967933,0.00027262635
MAPK7,0.0002671201,0.00027285278,0.0002642739,0.0002655742,0.0002684229,0.00026459256
HSD17B2,0.00026594318,0.00024758934,0.00024698436,0.00027336433,0.0002683132,0.0002698151
PIK3R5,0.0002659116,0.00027495768,0.0002545182,0.00026105755,0.0002595669,0.00029467134
FCER1G,0.00026482568,0.00027874685,0.0002747828,0.00025690917,0.00027154005,0.0002609156
EZR,0.00026416496,0.00021748645,0.00026386895,0.00027761635,0.00029062972,0.00022883867
EDN3,0.00026356467,0.00025207142,0.00026070978,0.00027400485,0.00026653399,0.00022742606
AKR1C1,0.0002634788,0.00026144704,0.00026246457,0.00026539914,0.00026341755,0.00025816535
AQP5,0.00026331097,0.0001404388,0.00022981272,0.0002993136,0.00028656705,0.00027689434
CYP3A5,0.0002632538,0.0002482873,0.0002607961,0.000264408,0.00026510208,0.00028187805
CXCL11,0.00026322226,0.00028631632,0.00030789003,0.00025353621,0.00027382481,0.00021988293
ARPC5L,0.00026315066,0.000266981,0.00027058186,0.00026137568,0.00026583098,0.00025509228
GRIA3,0.0002617677,0.00026125473,0.00026294557,0.00026482667,0.00026591172,0.00023868583
COL1A1,0.00026101607,0.00025154094,0.00025982183,0.00026266734,0.00025718522,0.0002771436
ARPC3,0.00026060603,0.0002573594,0.00026434375,0.00026074902,0.000264798,0.00025507805
CHPF2,0.0002603793,0.00024997452,0.00025649936,0.00025993428,0.0002559126,0.00029184463
NARS1,0.00026004954,0.00025970658,0.00024026017,0.00025686264,0.00028247977,0.00024962422
NR3C2,0.0002600127,0.0002314538,0.0002707475,0.00027765156,0.0003161834,0.0001089888
ITGB6,0.00025996575,0.00025231056,0.00029874465,0.00026063182,0.0002539965,0.00025284637
TSC2,0.00025954167,0.00025519534,0.00025669317,0.00026101875,0.0002548216,0.0002704516
GCSH,0.00025941193,0.00023831139,0.0002697576,0.0002649066,0.00026384045,0.00025273618
HSD17B6,0.0002593903,0.000278304,0.000256425,0.00026691533,0.00025628845,0.00019628245
SARS2,0.00025918367,0.00027731652,0.00026767707,0.0002603679,0.00023770581,0.00025514807
ARPC4,0.00025915063,0.0002616619,0.0002601423,0.00025896763,0.0002588229,0.00025558515
ITGB4,0.00025901585,0.0002676666,0.0002566026,0.0002610234,0.00024963167,0.00025289934
STXBP1,0.00025892028,0.00026702683,0.00026410713,0.00026938555,0.00026698192,0.00017323122
ARPC1A,0.0002588873,0.00026330346,0.0002591469,0.0002577038,0.00025945046,0.00025593862
QRSL1,0.00025886684,0.00028829603,0.00030926577,0.00024825055,0.00024349167,0.00025307157
CD36,0.0002584384,0.00026146314,0.00026057265,0.00026077204,0.0002595289,0.00023780782
PLAUR,0.0002582065,0.0002968058,0.00028062655,0.00025275775,0.00026155228,0.00019598733
HSD17B4,0.00025816177,0.00029497876,0.00027305246,0.0002502241,0.00023480055,0.000266488
FCGR3A,0.00025793113,0.00025951717,0.00025710175,0.00026187673,0.00025510526,0.00024105665
ARPC5,0.00025781614,0.0002642399,0.00025812842,0.00025579255,0.0002587457,0.00025489536
CSF1R,0.00025748264,0.00025745094,0.00025581423,0.0002548315,0.00025907977,0.00026919076
PAK2,0.00025729116,0.00025697448,0.00025766628,0.000258083,0.00025265288,0.00026214827
ACTR3,0.00025698385,0.00026192376,0.00026369758,0.00025442045,0.0002577507,0.0002550355
CYP27A1,0.0002569449,0.00021966036,0.00026423344,0.00025951499,0.00027153178,0.00027668956
ACTR2,0.00025670513,0.00025768462,0.00026161387,0.00025524115,0.0002588257,0.00025491085
COL1A2,0.0002565463,0.00024895798,0.00025490686,0.0002582249,0.00025455805,0.00026616047
PTCH1,0.00025649954,0.00021684128,0.00025377213,0.0002738425,0.0002735714,0.00020840616
DLL4,0.000256376,0.00025428558,0.0002586667,0.0002574374,0.00025421247,0.00025699552
CDH2,0.0002563319,0.0002622231,0.00024323659,0.00025249852,0.00024828437,0.00028981798
MGAT5B,0.0002561804,0.00025878515,0.0002450094,0.0002569015,0.00025145078,0.00026484797
FLT1,0.00025584953,0.00025207028,0.00023943874,0.00025920648,0.00024509954,0.00027726742
SQSTM1,0.00025568425,0.00024935728,0.0002553595,0.00025711325,0.00025784652,0.0002557307
ITCH,0.00025566336,0.00025431515,0.00025434003,0.00025495992,0.00026105938,0.0002525479
ACTR3C,0.00025551725,0.00025716834,0.00025638365,0.00025452854,0.0002552702,0.00025746357
ATG7,0.00025548987,0.0002549176,0.00025025016,0.00025660187,0.00025741276,0.0002511151
ACTR3B,0.00025542988,0.00026775416,0.00025243996,0.00025212383,0.000252973,0.00025736509
CSNK2B,0.00025540488,0.00026631332,0.00025249954,0.0002521789,0.00024969154,0.00026536424
PAK3,0.00025504394,0.00026326813,0.00024847634,0.00025363304,0.00024912469,0.00026355038
RYR3,0.00025499056,0.00019678134,0.00029351652,0.0002811342,0.0002894077,0.00013275075
C2,0.00025472842,0.00027631642,0.00026562542,0.00024111188,0.0002575952,0.00027268945
MLYCD,0.0002547034,0.00024496924,0.00025187165,0.00025238766,0.00024478702,0.00030377254
DLL1,0.00025458966,0.00025450112,0.00025213938,0.00025530005,0.00025116937,0.0002592591
TRAF5,0.0002544777,0.00018982044,0.00020087096,0.00028444227,0.0002733826,0.00021971975
