labels,global,basal,her2,lumA,lumB,norm
NAGA,0.0002621849,0.00025315743,0.00034376976,0.0002527423,0.00028497493,0.00022428174
TEAD1,0.0002621254,0.0003350165,0.00033261394,0.00025522325,0.00024207775,0.00015585766
PPARA,0.00026205456,0.0002623898,0.000262743,0.00026128677,0.0002610219,0.00026675971
EIF2AK2,0.00026185703,0.0002577166,0.0002638262,0.00026353114,0.00025851288,0.00026537228
ARPC2,0.00026174556,0.00025355816,0.00026007547,0.00026408673,0.00026351522,0.00026212845
ARHGEF12,0.00026169655,0.00023095791,0.00025972037,0.0002680023,0.00026964297,0.00027015767
PIP5K1C,0.00026154125,0.00026622714,0.00026471814,0.00025854053,0.00026314758,0.0002632598
CSF1,0.00026151582,0.00025896562,0.00023555326,0.00026445623,0.00025490893,0.0002821635
BUB1B-PAK6,0.0002612545,0.00026369613,0.00027098597,0.000259127,0.00027359626,0.00023785957
FCER1G,0.00026044223,0.00026361458,0.00027145827,0.00026040024,0.00026530898,0.00023812866
PIGZ,0.0002602471,0.00022990452,0.0002643614,0.00027091376,0.00026414468,0.00024905006
DSG2,0.00026023123,0.0003106422,0.00016453206,0.00024652528,0.00028914792,0.00025756686
HMGCLL1,0.00025996528,0.00025040138,0.00026726563,0.00026293402,0.00026255526,0.00025154918
MYL9,0.00025990533,0.00026120403,0.00024020013,0.00025225896,0.00023452757,0.00035751527
ADIPOR1,0.0002598984,0.00025175337,0.0002633858,0.00026183494,0.00027466434,0.00023446999
MASP2,0.0002594641,0.00029184812,0.00027784854,0.00022636908,0.00023993503,0.00039301926
SFN,0.00025936434,0.00023838237,0.00024081224,0.000274122,0.0002576241,0.00023805177
ACTR3B,0.00025928565,0.0002491487,0.00025834865,0.00026297374,0.0002647217,0.0002489482
EXTL2,0.00025896094,0.0002165656,0.0002776978,0.0002678708,0.0002454467,0.00029924698
CDC25A,0.0002589017,0.00050346146,0.00029425745,0.00016457192,0.00032135853,0.00016802971
EXTL3,0.00025846667,0.0002412489,0.00026559178,0.00025857563,0.0002630735,0.00027424007
CYP46A1,0.00025844658,0.00024415363,0.00024496595,0.00026500024,0.00025244968,0.000271122
PRCP,0.00025835942,0.00022844323,0.0002228916,0.00027299198,0.0002613672,0.0002567494
MYLK,0.0002582194,0.00026432524,0.00024394874,0.0002487746,0.00024170458,0.00033619962
NARS2,0.0002576968,0.00018202874,0.0002262042,0.00028953867,0.0002485911,0.00026840947
CTLA4,0.00025735013,0.00022897271,0.0002598047,0.00026716248,0.00027817948,0.00021693503
HMGCL,0.00025715842,0.0002507599,0.00025740202,0.0002603033,0.00025766745,0.00025130264
VKORC1,0.00025682282,0.0002315532,0.0002578852,0.0002574296,0.00025725094,0.00029624565
COQ2,0.00025633717,0.00022523796,0.00025553963,0.00026647374,0.0002465234,0.0002780623
CR1,0.00025598443,0.00026156273,0.0002578238,0.00025462324,0.00025970404,0.00024492305
OXCT1,0.0002557883,0.00025172697,0.0002562489,0.0002573729,0.00026026162,0.0002462547
TLR3,0.00025557377,0.0002452544,0.00024358249,0.00025923376,0.00024965577,0.00027471816
EXT1,0.00025473032,0.00025023086,0.00028253667,0.0002533394,0.00023688833,0.00028242162
ACTR3,0.00025453616,0.00024130696,0.00023831888,0.00026102838,0.00025368796,0.00025812993
CCL3,0.00025429158,0.00025968664,0.00027095925,0.00024831117,0.00026935432,0.00023515169
ARPC1A,0.00025363354,0.00024556057,0.0002525342,0.0002563329,0.0002518168,0.00025822534
SLC34A2,0.0002535896,0.0003584536,0.00023297171,0.00022223665,0.00020827526,0.0003279747
ACTR3C,0.00025354256,0.0002542419,0.00025653123,0.00025427036,0.0002519589,0.000249406
NFKB2,0.00025349742,0.000230658,0.00025477025,0.00025654625,0.00026031575,0.00026437483
ABL2,0.00025306604,0.00025991414,0.00025352836,0.00025307547,0.00026110577,0.00022587352
ARPC4,0.0002527806,0.0002441968,0.00025165261,0.00025316907,0.00025622098,0.00026023822
GRK3,0.0002525956,0.00025122255,0.00025109752,0.00025445456,0.00025653103,0.00023940437
AACS,0.0002525597,0.00024966814,0.00025258446,0.00025296718,0.00025651537,0.00024820905
HSD3B2,0.0002523179,0.00025420805,0.00025157235,0.00025299736,0.00025492834,0.0002413026
ARPC5,0.00025225832,0.00023447459,0.00025308243,0.00025848718,0.00024846918,0.00025819737
NOD1,0.00025225742,0.0002609211,0.00025378537,0.00024796225,0.00023734008,0.0002853393
CHDH,0.00025224203,0.00027349626,0.00029467314,0.00023902675,0.0002576031,0.00024125956
ACTR2,0.0002521827,0.00025009707,0.00024220358,0.00025516102,0.00024693605,0.00025771445
GAB2,0.0002516149,0.00023935159,0.00023687506,0.0002516892,0.00025427213,0.00027840075
EPHX1,0.00025122397,0.0002556449,0.0002448596,0.0002557592,0.00024969902,0.00022803967
PIP5K1A,0.00025111716,0.00024712874,0.00025524868,0.00025257928,0.00024393853,0.00026096185
TSC2,0.000251109,0.00023136014,0.00023738825,0.00025924778,0.00024345993,0.00026851584
PYGL,0.00025102886,0.00025074286,0.00025464734,0.00025159516,0.0002466096,0.00025421428
ARPC3,0.00025097103,0.00026119177,0.00024193294,0.00025146097,0.00023858108,0.00026015053
PPP2R3A,0.00025015278,0.00024402647,0.00024605717,0.00025369736,0.00025158894,0.00024323771
HMOX1,0.00024999713,0.0002560403,0.0002595314,0.00024834485,0.00025688575,0.00022815153
CCL3L1,0.00024961864,0.00025342885,0.00026024162,0.00024904936,0.00026637444,0.0002071532
GCSH,0.00024912943,0.00019686765,0.00028489725,0.00026166163,0.00025892578,0.00023283961
SOCS4,0.00024911817,0.00025020313,0.00024425684,0.00025010406,0.00024224461,0.00025848474
AKT1S1,0.00024910254,0.00024657353,0.00024588293,0.0002499875,0.00024742197,0.00025448418
RPS6,0.0002490609,0.00025570826,0.00024191053,0.0002478657,0.00024242271,0.0002609784
MAP1LC3C,0.00024890606,0.00024082143,0.00024599803,0.00025150683,0.00025003572,0.000249879
FMO4,0.00024885387,0.0002479439,0.00024014316,0.0002528968,0.00025690522,0.00022144118
ACE,0.0002485487,0.00022177592,0.0002786082,0.00025244473,0.0002445703,0.00026108068
ZAP70,0.00024840262,0.00025057586,0.00025170593,0.00024702327,0.00024855285,0.00024890964
PAX8,0.00024833798,0.00023306359,0.00019709804,0.00026558305,0.00023187883,0.00025545052
ITGB8,0.00024803623,0.00016731826,0.00029309504,0.00026747555,0.00028288784,0.00019337049
SQSTM1,0.00024719466,0.00024264537,0.00023989023,0.00025037696,0.0002369047,0.000263378
CYP19A1,0.00024700366,0.00023877113,0.0002580786,0.00024926785,0.00025801253,0.00022151598
MAN1C1,0.00024681434,0.0002981654,0.00023637147,0.00023371281,0.00025855622,0.00020935448
JAG2,0.0002468062,0.00023161022,0.00027786812,0.00025132997,0.0002555166,0.00021178798
LEPR,0.00024631733,0.00023999432,0.00023904623,0.00024301969,0.00023876304,0.0002932522
ADIPOR2,0.0002459807,0.00023677664,0.00023626011,0.00024825434,0.00025304334,0.0002445279
MTFMT,0.00024554614,0.00023680231,0.00024587882,0.00024908214,0.00027650277,0.00018542257
AVPR2,0.00024550126,0.00024298899,0.00025040872,0.00024714612,0.00025004076,0.00022961317
CH25H,0.00024466045,0.00024390452,0.00024622993,0.00025141088,0.00023115534,0.0002357084
WASL,0.00024461377,0.00024999017,0.00023983646,0.000245327,0.0002429535,0.00023817513
EZR,0.00024457896,0.00022246173,0.00024418172,0.0002482548,0.00026851383,0.00022058269
ADORA1,0.00024420817,0.0002711696,0.00021258357,0.000239436,0.00024494433,0.00024290661
FANCM,0.00024417244,0.00023409569,0.00024053479,0.00023801674,0.00024022382,0.00030278752
ITGB6,0.0002432852,0.0002454186,0.00033751476,0.00021824075,0.0003007146,0.0001915195
AP2S1,0.00024297154,0.0002854024,0.0002683617,0.00023810446,0.00024088379,0.00017903229
MAN1A2,0.00024257813,0.00024098021,0.00023801225,0.0002545606,0.00023328213,0.00020532144
HSD17B1,0.00024234378,0.00024037235,0.00024263165,0.00024075662,0.00024710115,0.00024479468
KCNQ1,0.00024232021,0.00024590283,0.00023954384,0.00024059803,0.00024695165,0.0002382232
SRM,0.00024210225,0.00020069092,0.00022037247,0.0002540324,0.00024754234,0.00025971973
ATG12,0.00024151741,0.0001991478,0.00024132973,0.0002467148,0.00026029654,0.00025452272
ESPL1,0.00024137153,0.0003119604,0.0002734615,0.00018958352,0.0003668265,0.00012467618
PPP2R5A,0.00024134785,0.00025135127,0.00023985337,0.00023773263,0.00023815417,0.00024916837
EIF4E2,0.00024123745,0.00024489488,0.00024508484,0.00024070786,0.00024234051,0.00023270502
FAN1,0.00024102243,0.00022788739,0.00023198678,0.00023865484,0.00023143666,0.0003001736
TOB1,0.00024074233,0.00023087984,0.00025803669,0.0002392822,0.00024939826,0.00023675375
SPHK1,0.00024027453,0.00026064826,0.00022541526,0.00023149746,0.00024166776,0.00025731337
ATG4D,0.00024024141,0.00025353982,0.00023022186,0.00024605807,0.00025049853,0.00017596444
SELE,0.0002398248,0.0002718246,0.00024417337,0.00024047538,0.00021361677,0.00022606782
COL1A2,0.00023977131,0.0002201971,0.00021618966,0.00024811324,0.00023055484,0.00026590243
GABBR1,0.00023918829,0.00024583293,0.00024249974,0.0002372065,0.00024206167,0.00022990063
EIF4E,0.00023913487,0.00023180235,0.00023721256,0.00023961182,0.00024968956,0.00023138282
GRK2,0.00023882675,0.0002357326,0.00023806433,0.00023518916,0.00023895712,0.00026291332
RPS6KA5,0.00023838766,0.00020856842,0.00019871599,0.0002451,0.00021492074,0.00032864686
ACOX2,0.00023806951,0.00020367788,0.00022870468,0.0002441439,0.0002343265,0.00028104946
BTG3,0.0002380527,0.00025341363,0.00023779317,0.00023632738,0.00023150357,0.00023229445
NEDD4L,0.0002379988,0.00024200957,0.00024687764,0.00023894222,0.00023825052,0.00021933198
COMP,0.00023786242,0.00018754526,0.0002403513,0.00027896737,0.00023156991,0.00012770876
ADCYAP1R1,0.0002376056,0.00023142975,0.00021941427,0.0002285002,0.00022145864,0.00033744916
QARS1,0.00023759804,0.0002437701,0.00019145315,0.00023160577,0.00029611305,0.00018237212
HSD17B2,0.00023756134,0.00023881016,0.00022408385,0.00023957925,0.00024151287,0.00022765869
SEM1,0.00023755922,0.0003516482,0.00025190375,0.00021740266,0.00018840347,0.00022101916
COMT,0.00023755035,0.00023664652,0.0002329346,0.00023791507,0.0002373426,0.00024101773
KDR,0.00023753181,0.00023613665,0.00023551947,0.0002372482,0.00023373966,0.00024987198
LEP,0.00023744756,0.00023419298,0.00023551595,0.00023405823,0.00023453453,0.0002670377
BTG2,0.00023740882,0.00022801664,0.00023318896,0.00024143409,0.00023315265,0.00024437578
SAV1,0.00023729049,0.0002267323,0.00029067454,0.00025315327,0.00024413742,0.00012413757
TEK,0.00023702763,0.00022368525,0.0002163925,0.00024064907,0.00022076473,0.00028704118
PPP2R5D,0.00023701352,0.0002448111,0.00023247521,0.00023644748,0.00023292743,0.00023712999
HSD17B12,0.00023700757,0.00020879763,0.00021632401,0.00025050322,0.00025245573,0.0002044309
HSPA1B,0.00023687443,0.00022701628,0.00023884827,0.00023879953,0.00022387941,0.0002669352
DTX1,0.00023683075,0.0002107802,0.00022250219,0.0002614985,0.00025326433,0.00013760255
LPL,0.00023641616,0.00024563778,0.00024718366,0.00023915774,0.00024392485,0.00018478556
CDKN2B,0.00023639383,0.00023512589,0.00022991859,0.00024181097,0.0002150766,0.0002553574
YAP1,0.00023620979,0.00024130433,0.0002414418,0.00024173815,0.00027358404,0.00012647064
DHFR2,0.00023581253,0.0002807366,0.0002496498,0.00022443596,0.00022368433,0.00022736994
ARPC5L,0.00023561191,0.00022411434,0.00022349859,0.00023959426,0.00022697507,0.00026029753
PYGB,0.00023529891,0.00023641334,0.00023803636,0.00023445296,0.00023483096,0.00023650967
FH,0.00023516385,0.00023261372,0.00023678517,0.00024010529,0.00023397652,0.00021565918
LIPT1,0.00023496633,0.00023641645,0.00023489345,0.00023303246,0.00024552373,0.0002227376
PPP2R3C,0.00023466784,0.00023403356,0.00023405426,0.00023382956,0.00023492296,0.00023998435
NAGS,0.00023461893,0.00021214111,0.00018942403,0.00025245675,0.00023106817,0.00022303613
KLC3,0.0002345757,0.00022312217,0.00025738883,0.00023503162,0.00023305956,0.00023848879
IL15,0.00023456702,0.00023355719,0.00023522254,0.00023631215,0.0002351079,0.00022603456
CHST8,0.00023455123,0.00029387223,0.00026772404,0.00020279722,0.00023181368,0.00027258138
FCGR3A,0.0002342889,0.00023763698,0.00022616501,0.00023530096,0.00022987812,0.00023739126
HADHB,0.00023414375,0.00024269985,0.0002346122,0.00023348478,0.00023065004,0.00022867948
S100G,0.00023413925,0.00018056676,0.00016788549,0.00025646025,0.0002717416,0.00019327608
PPP2R5E,0.00023408259,0.00023447021,0.00023119249,0.00023343449,0.00023504229,0.00023700483
HSPA1A,0.00023398624,0.00023966681,0.00023328506,0.00023026441,0.00022076027,0.00026786083
NFKBIZ,0.0002338729,0.00026961675,0.00022313003,0.00023166618,0.00024089517,0.00017751828
PPP2R5B,0.00023376002,0.0002332657,0.0002317345,0.00023418423,0.00023310597,0.0002351585
CCR5,0.00023367829,0.00022766812,0.0002432247,0.00023750558,0.00024016763,0.00020588622
PGAP3,0.00023367029,0.00022814905,0.00055364944,0.00018309003,0.00023952837,0.00025584997
HEY2,0.00023363587,0.000197287,0.0002739934,0.00025626205,0.00023884358,0.00014375459
PLCE1,0.00023320144,0.00023292816,0.00022964389,0.00023314569,0.00023555379,0.00023219048
RIPK3,0.00023291721,0.00024269061,0.00023977635,0.00022969795,0.0002326657,0.00022763391
RASSF4,0.00023276219,0.000110527006,0.00013455152,0.00029901747,0.00021647864,0.00021245345
EXT2,0.00023275714,0.0002161729,0.00022373817,0.00023501471,0.00022485176,0.00027142692
SOD1,0.00023261426,0.00023211438,0.0002308505,0.00023272385,0.00022848105,0.00024185552
BTG1,0.00023250522,0.00023101749,0.00023125156,0.00023353803,0.00023276097,0.00023031645
GABBR2,0.00023245592,0.00023044851,0.00023179533,0.00023288891,0.00023395687,0.0002314699
ATG101,0.00023198902,0.00024200375,0.00024652714,0.00023454953,0.00022730326,0.00019970737
IL15RA,0.00023175996,0.0002246675,0.0002549887,0.00023119187,0.00022637661,0.00024009701
LIAS,0.00023167249,0.00022713357,0.00022609842,0.0002343493,0.00023842181,0.00021762142
SCLY,0.0002316269,0.00021823392,0.0002481283,0.000226474,0.0002268375,0.00027789656
PANK2,0.00023156851,0.00023380526,0.00023396408,0.00023088143,0.00023309441,0.00022658151
PPCS,0.00023151246,0.0002349483,0.0002307479,0.00023128884,0.0002326903,0.00022502788
PPP2R5C,0.0002314402,0.00023302602,0.00022962206,0.00023062293,0.00023094802,0.00023503606
CFI,0.00023140384,0.0003005203,0.00024356344,0.00020196346,0.00023856033,0.00023761518
SARDH,0.00023137683,0.00027844164,0.0002360123,0.000211224,0.0002270793,0.00025574546
PAN2,0.00023131829,0.0002314371,0.00023277434,0.00023141452,0.00022834339,0.00023506943
IL2RA,0.00023122034,0.00019729167,0.00019627882,0.00024486895,0.00023330662,0.00024289892
LTA,0.00023053212,0.00023631855,0.0002517426,0.0002288917,0.000245348,0.00018593881
CNOT7,0.0002304605,0.00023034547,0.00023017438,0.00023067239,0.00022944264,0.00023168055
TRAF5,0.00023042472,0.00021277404,0.00021602027,0.00024026528,0.00023431494,0.00021472896
PAN3,0.00023027074,0.0002302291,0.000232181,0.00022930781,0.00022976946,0.00023474976
GATC,0.00022943423,0.00022929211,0.00020970407,0.00024198355,0.00018492699,0.00026290535
DLG4,0.00022937897,0.00027449883,0.00030476926,0.00020069526,0.00024029847,0.00022075656
DHFR,0.00022930151,0.00023047904,0.00020099092,0.00023987064,0.00019457939,0.0002586056
CPSF7,0.00022917468,0.00021476597,0.00023936879,0.0002376777,0.00022935154,0.0002036028
LATS2,0.00022913,0.00025251473,0.00023115768,0.00022842007,0.0002468164,0.0001577677
CYP39A1,0.00022902031,0.00026832471,0.00022391237,0.00021394069,0.0002169097,0.0002627997
NARS1,0.00022900986,0.00019060019,0.00021073781,0.00024939433,0.00017931261,0.0002981441
AASDHPPT,0.00022899076,0.00023304454,0.00022828259,0.00022881778,0.00022802365,0.00022510086
CAV1,0.00022871827,0.00022595083,0.00022150137,0.00022698609,0.0002315942,0.00024221384
ENPEP,0.00022859842,0.00022243043,0.0002286851,0.0002191382,0.00023366821,0.00027771504
PPCDC,0.00022836991,0.00023188895,0.00022961055,0.0002277236,0.0002283554,0.00022462936
PHGDH,0.00022823908,0.00023667724,0.00020731306,0.00023251933,0.00022095331,0.0002205617
HSPA6,0.00022817115,0.00020789265,0.00024112951,0.00022634173,0.0002209497,0.00027671986
FCGR3B,0.00022815212,0.00023451584,0.00023046636,0.00022483393,0.00023047089,0.00022785674
BCAR1,0.0002281484,0.00021947766,0.00021696494,0.00022782158,0.00023366262,0.0002428325
CHEK1,0.00022791048,0.0003448057,0.0002453388,0.00019002493,0.00023784765,0.00018453182
TOB2,0.0002274852,0.00022685945,0.0002246326,0.00022811379,0.00022559124,0.00023097296
SGK1,0.0002274605,0.00024699015,0.00023354517,0.00022207777,0.00020866214,0.000250966
COASY,0.000227387,0.00023417163,0.00022880037,0.00022652255,0.00022505346,0.00022321705
LOC102723996,0.0002273477,0.00023237511,0.00021213335,0.0002296649,0.00023499722,0.00020376687
CNOT8,0.00022725834,0.0002269418,0.00022630252,0.0002274447,0.00022648074,0.00022900119
HSPA1L,0.00022686222,0.00024748428,0.00022833045,0.0002204171,0.00021954223,0.00023595187
SUCLA2,0.00022659052,0.00022842457,0.0002279949,0.0002265573,0.00022091753,0.00023303276
QRSL1,0.00022625703,0.00013077096,0.00013614557,0.00025490596,0.00028049303,0.00021303707
FGFR4,0.00022612415,0.00020649965,0.00020007217,0.00022855186,0.00022870288,0.00026220415
PLAT,0.00022589283,0.00016849575,0.00016929656,0.00024533784,0.0002131781,0.00029228698
ST3GAL5,0.00022539472,0.00015569682,0.00028680384,0.00023361115,0.00022382941,0.0002637157
IL2RB,0.00022517335,0.00020897076,0.00019897916,0.00023165187,0.00022618088,0.00023782827
SARS1,0.00022500908,0.00021288001,0.00025387702,0.00021542364,0.00025039696,0.00022668511
SMOX,0.00022496139,0.00026496046,0.00024499968,0.00021758229,0.00021056204,0.00020460492
SMURF2,0.0002248867,0.0002198265,0.00022198001,0.00022786827,0.00022699256,0.00021685648
RAPGEF4,0.00022485838,0.00022520423,0.00024244771,0.00022260801,0.00022872005,0.0002157195
GAMT,0.00022459037,0.00019312122,0.00021110989,0.00023664441,0.00023803767,0.00020345191
IL4R,0.00022452771,0.00023003462,0.00023151006,0.00022494189,0.00021975514,0.00021659421
HSPA8,0.00022371019,0.00021906392,0.00021057263,0.00022667636,0.00021348472,0.00024526753
SPI1,0.00022370137,0.00019171278,0.0002029848,0.00022378618,0.0002239841,0.00029355253
RIMS1,0.00022368903,0.000165841,0.0002352925,0.00023592442,0.00025533498,0.000195762
AKR1C2,0.00022345156,0.00023008628,0.0002242904,0.00022175912,0.00022266063,0.00022129132
SEPTIN4,0.00022259643,0.00020534465,0.00023914209,0.0002313496,0.0002470209,0.00015125968
ATG7,0.00022258358,0.00022764364,0.00024216007,0.00021882966,0.00021803011,0.00022694623
GALK1,0.0002222875,0.0002618031,0.00021033708,0.00020900369,0.0002310694,0.00021295113
SMURF1,0.00022177516,0.00022031122,0.00022166347,0.00022235815,0.00022524153,0.00021504996
PANK3,0.0002215981,0.0002265862,0.00022583504,0.00022180425,0.00021602253,0.00021909815
CLDN9,0.00022142637,0.00039610855,0.00032308477,0.00018232889,0.00018921295,0.00010026508
AKR1C1,0.000221238,0.00022302597,0.00022384903,0.00022171196,0.00022161954,0.00021312655
IFIH1,0.0002211367,0.0002084594,0.00021595336,0.00022755854,0.00021117443,0.00023297472
SERPINE2,0.00022070092,0.00020612484,0.00022674543,0.00023941661,0.00020109417,0.0001834177
VDAC1,0.00022029578,0.00021957875,0.00021280436,0.00022044774,0.00020712071,0.0002505824
SUCLG2,0.00022026505,0.00022281804,0.00021382348,0.00021903752,0.0002177831,0.0002312815
LIPT2,0.00022024957,0.00022459793,0.00023285713,0.00022121817,0.00021047506,0.00021670679
WIPI1,0.00022015943,0.0002251348,0.00023268974,0.00021402899,0.00022198682,0.00022999053
SLC12A2,0.00021979054,0.00022341513,0.00022531442,0.00021864874,0.00021914476,0.00021642486
EBP,0.00021943082,0.0002868739,0.00025910925,0.0001994248,0.00021813446,0.00017654925
CACNG4,0.0002192979,0.00016425869,0.00020766737,0.00024136041,0.00024598313,0.00016284936
RAPGEF3,0.00021922725,0.0002231436,0.00022567037,0.00021739339,0.00022755426,0.00020159037
C1R,0.00021901683,0.00029284877,0.00019706812,0.0002113422,0.00016176475,0.0002508993
ITGB4,0.00021864985,0.00018270756,0.0002134799,0.00022761172,0.0002540896,0.00017422946
SPHK2,0.00021842508,0.00021929338,0.00022006284,0.0002149061,0.00021446112,0.00024083487
CCNA2,0.00021808824,0.00032825998,0.00023861845,0.00016008754,0.00030223242,0.00014857466
FADS2,0.0002177578,0.00026470807,0.00026411767,0.00019175002,0.0002479506,0.00017784222
CBR4,0.00021747407,0.00025086355,0.00021982667,0.00020717058,0.00020945143,0.00022445942
C1S,0.00021734316,0.00025682815,0.00020743151,0.00021517406,0.00017082022,0.00025270603
HNMT,0.00021729601,0.00022094621,0.00022365715,0.00021703796,0.00022173206,0.00019941285
GPHN,0.00021661063,0.00022269986,0.00022231403,0.0002158301,0.00021584023,0.00020722466
CLTC,0.0002164678,0.00017913363,0.00027076947,0.00021084554,0.00026752593,0.00017612569
BRCC3,0.00021625742,0.00018945575,0.00023589491,0.0002264158,0.00019193128,0.00024239442
GFPT2,0.00021578792,0.00019744605,0.00020137533,0.00021285805,0.0002276784,0.00025103544
GALM,0.00021578558,0.00021032125,0.00023794558,0.0002161336,0.00021134986,0.00021567562
MAPKAPK2,0.00021566606,0.00020093271,0.0002072067,0.00022248215,0.00020812919,0.00022698741
ARHGDIB,0.00021530692,0.00021701356,0.00021009205,0.00021197183,0.00021861079,0.00022685593
SUCLG1,0.00021525875,0.00020542904,0.00020430384,0.00021881334,0.00021071563,0.0002307854
GATM,0.00021504964,0.00019983972,0.00019437805,0.00021917016,0.00021385145,0.00023796284
ITCH,0.00021489206,0.0002088653,0.00021154099,0.00022023926,0.00019794519,0.00023215501
GATA4,0.00021486283,0.00012425942,0.00017319866,0.00024445562,0.000272613,0.00014670327
ADRA1B,0.00021427474,0.00019155956,0.00017608423,0.00023103574,0.00019499066,0.0002325611
DHCR7,0.0002140188,0.00030051847,0.00021065603,0.00018737253,0.000227056,0.00017619193
NFE2L2,0.00021372145,0.0002099723,0.00021340637,0.00021506079,0.00021403222,0.00021314275
CACNA1G,0.0002133379,0.00021467466,0.00020387127,0.00021025167,0.00020623535,0.0002466083
PANK1,0.00021332243,0.00021300142,0.00021246774,0.00021424385,0.00020843779,0.00021888007
BPGM,0.00021329129,0.0002176825,0.00020906674,0.00021392781,0.00021277688,0.00020643658
VNN1,0.00021300233,0.00021185406,0.00021344773,0.00021335753,0.00021405802,0.00021093267
LCP2,0.00021239309,0.00021249373,0.00021405004,0.00021221452,0.00021613983,0.0002049875
CARNMT1,0.0002123888,0.00021680775,0.00021456042,0.00021167546,0.00020962072,0.00021183274
BTK,0.00021234633,0.0002118236,0.00021802797,0.00021442868,0.00021346974,0.000196535
SDHD,0.00021223734,0.00020396533,0.00020757862,0.00021625054,0.00021709084,0.00020078296
NT5E,0.00021186234,0.00020847758,0.00020857959,0.00021479499,0.00021395998,0.00020144734
VNN2,0.00021185211,0.00020959372,0.00021184786,0.00021276202,0.00021465565,0.00020601125
CPSF6,0.00021182354,0.0001955565,0.00020723318,0.00021349109,0.00020147004,0.00025423584
RRM2B,0.00021169231,0.00021590396,0.00021385052,0.00021185752,0.00020539065,0.00021360506
VDAC2,0.00021149276,0.00020742377,0.00021211192,0.00021334234,0.00020671128,0.00021763431
WAS,0.00021125679,0.00021409226,0.00021097406,0.0002115149,0.0002095617,0.00020834908
MAD2L1,0.00021120378,0.0003556566,0.00025581682,0.00012135855,0.00035912546,0.000107404165
ARHGDIA,0.00021113397,0.00020487467,0.00021015972,0.000210606,0.00020934372,0.00022873232
AMBRA1,0.0002110259,0.00021574779,0.00022061606,0.00020653554,0.00020974058,0.00022090194
GCDH,0.00021097784,0.00018362397,0.00018931691,0.00022120339,0.00019721736,0.00024816356
SEPHS1,0.00021096895,0.00014589225,0.000172625,0.00023461292,0.00020623859,0.00024152176
MAPK7,0.00021085849,0.00020073491,0.00020120441,0.00021244003,0.00020923304,0.00023052785
MCAT,0.0002108222,0.00020085592,0.0002019316,0.00020985474,0.0002075523,0.00024558508
ATG2B,0.00021057036,0.00025284098,0.0002304769,0.00020162493,0.00020285015,0.00018191221
MAP1LC3A,0.00021053733,0.00021065958,0.00020972712,0.00020904795,0.0002164499,0.00020750206
OXSM,0.00021035099,0.00020861438,0.00020343957,0.00020943535,0.00020224329,0.00023801668
IL1R2,0.00021027942,0.00018569124,0.00020892684,0.00021648908,0.00021558053,0.00021294419
ULK1,0.00021009987,0.0002168032,0.00020264389,0.00020714222,0.00020728461,0.00022397499
ANGPT1,0.0002100332,0.0002467698,0.00020660873,0.0001954103,0.00020124523,0.00023861708
GPT2,0.00020981903,0.00025351247,0.00022001691,0.00019135614,0.00020848804,0.00022200402
FOSB,0.00020976391,0.00019630285,0.00019978402,0.00021179722,0.00020909593,0.00023143439
STK11,0.00020966744,0.00019937934,0.0001956906,0.00022242362,0.00019779107,0.00019525272
NCOR1,0.00020962532,0.00022662363,0.00023702673,0.0002087428,0.00019640282,0.00018902207
IL12RB1,0.00020959628,0.00019996785,0.0002112097,0.00021249171,0.00021284516,0.00020457186
SMS,0.00020942712,0.00018653946,0.00021362772,0.00021491916,0.00018746874,0.0002591416
RALGDS,0.00020932157,0.00020849929,0.00020184332,0.00021073283,0.00020740606,0.00021259267
ATG3,0.0002091626,0.00023956352,0.00022630491,0.00019600794,0.00021552607,0.00019842428
ELOVL3,0.00020910325,0.00016892503,0.00019589714,0.00022868002,0.00022601055,0.00015853798
FGGY,0.00020909039,0.00020230003,0.00020500187,0.00021335213,0.0002074058,0.00020547395
VEGFD,0.00020904008,0.00020796862,0.00020784052,0.00021145144,0.00020885175,0.00019994185
G6PD,0.00020834681,0.00020486434,0.000242839,0.00020696943,0.00021277549,0.00018815738
CEL,0.00020817865,0.00019008084,0.00028669887,0.0002036371,0.0001822445,0.00025366657
SDHA,0.00020790618,0.00020595225,0.00019880138,0.00021087108,0.00020434211,0.00020952997
MLLT3,0.00020788434,0.0002439698,0.0002453024,0.00018754105,0.0002501673,0.00014241187
THBS1,0.0002072453,0.00022087854,0.00020752085,0.0001994001,0.00019996648,0.00023638288
VDAC3,0.0002072112,0.0002007313,0.00021450006,0.00020815471,0.00019994288,0.00022189607
GRIA3,0.00020720191,0.00020209588,0.0002003046,0.00020844206,0.00019733752,0.00023308782
CCL11,0.00020692692,0.00016887406,0.00021547846,0.00023980168,0.00021759882,8.1204314e-05
ELL2,0.00020634478,0.00024954876,0.0001829325,0.00020384426,0.00022130136,0.00013298515
ICOSLG,0.00020612359,0.00021816573,0.00022060954,0.00019809147,0.00022551483,0.00017933905
MAP1LC3B2,0.00020589691,0.00019708743,0.00020262928,0.00020894897,0.00020735462,0.00020550728
GPT,0.00020577527,0.00021515596,0.00018307683,0.00020478369,0.00019978984,0.0002219727
AGER,0.0002057728,0.00019308708,0.00021856246,0.00020834198,0.00021053667,0.00019681525
KIF5B,0.00020575873,0.00020739768,0.00020496552,0.00020967668,0.00019452549,0.00020445544
